id,nome,categoria,tipo,distrito,endereco,status_site,url_site,nota_google,reviews_google,volume_reviews,produto_onira,grau_fit,racional_fit,pitch_comercial,whatsapp,google_maps_url,instagram_handle,instagram_cadencia,guia_url
117,Vinhos Sartori,"Vinhos, Sucos e Espumantes",Rural / Interior,3ª Légua,"Estrada Municipal Sadi José Sartori, 3ª Légua, Caxias do Sul",🟢 Site Ativo (200),http://vinhossartori.com.br/,4.6,408,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554996427288,"https://www.google.com.br/maps/dir//Caxias+do+Sul,+RS/@-29.2685465,-51.184932,381m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951ea54e7ef9c4a5:0x7e29095820c121a6!2m2!1d-51.1849025!2d-29.268622!3e0",@vinhossartori,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinhos-sartori-2956
118,Vinhos Seu Zé | Famiglia Vino,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,Não informado,🔴 Sem Site (100% Guia),,4.4,369,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554992994551,"https://www.google.com/maps/dir//WXQH%2B7R+Vinhos+Seu+Z%C3%A9+-+Seca,+Caxias+do+Sul+-+RS/@-29.061691,-51.0205028,771m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951e95002c3dee5f:0x1a12520cb7b786c9!2m2!1d-51.0204039!2d-29.0618938!3e0?entry=ttu&g_ep=EgoyMDI1MDgyNS4wIKXMDSoASAFQAw%3D%3D",@vinhosseuzfamigliavi,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinhos-seu-ze-famiglia-vino-3380
119,Vinícola Arbugeri,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,Não informado,⚠️ Site Fora do Ar (404/SSL),https://www.espumantesdosul.com.br/marca/arbugeri,4.9,85,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+555432154393,https://www.google.com/maps/search/?api=1&query=Vinícola+Arbugeri+Caxias+do+Sul,@vincolaarbugeri,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-arbugeri-2982
120,Vinícola Casa Onzi,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,Estrada Municipal Catharina Regalin - Comunidade  Nª Sª Salete - Farroupilha - R,⚠️ Site Fora do Ar (404/SSL),https://www.casaonzi.com.br/,4.4,407,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+555432077240,"https://www.google.com.br/maps/dir//-29.2509486,-51.2789942/@-29.2510333,-51.2787277,178m/data=!3m1!1e3!4m2!4m1!3e2?entry=ttu",@vincolacasaonzi,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-casa-onzi-1717
121,Vinícola Guerra - Criúva,"Vinhos, Sucos e Espumantes",Rural / Interior,Criúva,Vinícola Guerra - Criúva - Serviço - Guia de Caxias do Sul,🔴 Sem Site (100% Guia),,4.6,476,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",Não informado,"https://www.google.com.br/maps/dir//Caxias+do+Sul,+Rio+Grande+do+Sul/@-28.8753202,-51.051285,330m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951e9560e4fda1b1:0x393a9bca1f444cc6!2m2!1d-51.1814699!2d-29.1638486!3e0",@vincolaguerracriva,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-guerra-criuva-2838
122,Vinícola Irmãos Arbugeri Ltda,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,"Estrada Municipal do Vinho, 4420, Localidade Terceira Légua",🔴 Sem Site (100% Guia),,4.5,133,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+555499796098,"https://www.google.com.br/maps/dir//Vinhos+Arbugeri+(Irm%C3%A3os+Arbugeri)+-+Estr.+Mun.+do+Vinho,+4420+-+Terceira+L%C3%A9gua,+Caxias+do+Sul+-+RS,+95090-970/@-29.2407156,-51.2047808,376m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951ea49eed53c1a3:0x828c107a9d83bd27!2m2!1d-51.2051663!2d-29.2405905!3e0",@vincolairmosarbugeri,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-irmaos-arbugeri-ltda-2972
123,Vinícola Lorandi - Criúva,"Vinhos, Sucos e Espumantes",Rural / Interior,Criúva,Vinícola Lorandi - Criúva - Serviço - Guia de Caxias do Sul,🔴 Sem Site (100% Guia),,4.5,264,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",Não informado,"https://www.google.com.br/maps/dir//Cri%C3%BAva,+Caxias+do+Sul+-+RS/@-28.8792459,-50.9760626,233m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951ef28956445237:0xb8c44492cc1d7526!2m2!1d-50.9753876!2d-28.8797996!3e0",@vincolalorandicriva,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-lorandi-criuva-2834
124,Vinícola Tizatto – Vinhos Bi Campeão e San Giovanni,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,Estrada do Imigrante - São Luiz da 3ª Légua - Caxias do Sul/RS,🟢 Site Ativo (200),http://www.vinicolatizatto.com.br/,4.5,128,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999801770,"https://www.google.com.br/maps/dir//Vin%C3%ADcola+Tizatto+Vin%C3%ADcola+Tizatto+-+Estrada+Municipal+do+Imigrante+S%C3%A3o+luiz+3%C2%BA+L%C3%A9gua+-+Vila+Cristina,+Caxias+do+Sul+-+RS,+95232-000/@-29.2319975,-51.2739847,24086m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951eaf6ad1157305:0x74ef4fa241e610b1!2m2!1d-51.1817935!2d-29.2913536",@vincolatizattovinhos,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-tizatto-vinhos-bi-campeao-e-san-giovanni-1013
125,Vinícola Tonela,"Vinhos, Sucos e Espumantes",Rural / Interior,Vila Seca,"Endereço: Estrada Municipal 176, nº 1588 - Distrito de Vila Seca Caxias do Sul",🔴 Sem Site (100% Guia),,4.5,162,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",Não informado,"https://www.google.com.br/maps/place/Vin%C3%ADcola+Tonela+Ltda/@-29.0528788,-51.0668701,2786m/data=!3m1!1e3!4m13!1m7!3m6!1s0x951ec0342321e5a5:0x18260005b62d8394!2sVila+Seca,+Caxias+do+Sul+-+RS!3b1!8m2!3d-29.0676746!4d-50.9752521!3m4!1s0x951e952e7fb297d7:0x91bb681b72f51b17!8m2!3d-29.0492739!4d-51.0402811",@vincolatonela,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-tonela-2800
126,Vinhos Casa Guerra,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,Não informado,🔴 Sem Site (100% Guia),,4.8,73,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999117553,"https://www.google.com/maps/dir//Vinhos+Casa+Guerra+-+Estr.+Cerro+da+Gl%C3%B3ria,+140+-+Vila+Cristina,+Caxias+do+Sul+-+RS,+95124-010/@-29.3263695,-51.2183676,164m/data=!3m1!1e3!4m16!1m7!3m6!1s0x951eb11bce2f4e29:0xfdf92fc5285d4636!2sVinhos+Casa+Guerra!8m2!3d-29.3262708!4d-51.2179409!16s%2Fg%2F11zb1r9gdy!4m7!1m0!1m5!1m1!1s0x951eb11bce2f4e29:0xfdf92fc5285d4636!2m2!1d-51.2179409!2d-29.3262708?entry=ttu&g_ep=EgoyMDI2MDgzMS4wIKXMDSoASAFQAw%3D%3D",@vinhoscasaguerra,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinhos-casa-guerra-3098
127,Vinícola Biasibetti,"Vinhos, Sucos e Espumantes",Rural / Interior,Forqueta,"Estrada Menino Deus, Capela  São João, Forqueta",🔴 Sem Site (100% Guia),,4.6,476,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554991420180,"https://www.google.com/maps/dir//-29.2354831,-51.2671297/@-29.2354831,-51.2693184,17z/data=!4m2!4m1!3e0?hl=pt-BR",@vincolabiasibetti,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-biasibetti-3094
128,Massas e Biscoitos São Braz,Queijarias & Agroindústria,Rural / Interior,Fazenda Souza,"Domingos Mazzochi, 237, São Braz, Fazenda Souza",🔴 Sem Site (100% Guia),,4.8,85,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554996214105,https://www.google.com/maps/search/?api=1&query=Massas+e+Biscoitos+São+Braz+Caxias+do+Sul,@massasebiscoitossobr,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/massas-e-biscoitos-sao-braz-3231
129,Agro Qualitá,Queijarias & Agroindústria,Rural / Interior,Distritos / Interior,Não informado,🔴 Sem Site (100% Guia),,4.4,311,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999548609,https://www.google.com/maps/search/?api=1&query=Agro+Qualitá+Caxias+do+Sul,@agroqualit,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/agro-qualita-3120
130,Agroindústria Dolci Ricorddi,Queijarias & Agroindústria,Rural / Interior,Distritos / Interior,"  Endereço - Estrada Padre Ari Camelo, Linha São Paulo - Distrito de Santa Lúcia",🔴 Sem Site (100% Guia),,4.8,82,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554997085364,https://maps.app.goo.gl/fi8fggQFNoDw2k539,@agroindstriadolciric,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/agroindustria-dolci-ricorddi-2869
131,Agroindústria Flor de Tunas e Frutas Tunas Altas,Queijarias & Agroindústria,Rural / Interior,Vila Oliva,"Endereço Estrada Tunas Alta, Vila Oliva. Acesse a baixo link de localização  Dis",🔴 Sem Site (100% Guia),,4.9,469,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999400504,"https://www.google.com/maps/dir//-29.254993,-50.941634/@-29.254993,-50.9438227,17z/data=!4m2!4m1!3e0?hl=pt-BR",@agroindstriaflordetu,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/agroindustria-flor-de-tunas-e-frutas-tunas-altas-2742
132,ALT HAUS Agroindústria de derivados da Cana de Açúcar,Queijarias & Agroindústria,Rural / Interior,Vila Cristina,"Endere&ccedil;o: Linha Sebastopol 585, Vila Cristina - Via toda pavimentada at&e",🟢 Site Ativo (200),https://nairefinn.wixsite.com/althaus,4.5,243,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🟡 Fit Alto,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//Agroind%C3%BAstria+Alt+Haus+-+Gal%C3%B3polis,+Caxias+do+Sul+-+RS/@-29.3384783,-51.1436736,956m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951eb1862939a871:0x9228193092312ff7!2m2!1d-51.1400687!2d-29.33893",@althausagroindstriad,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/alt-haus-agroindustria-de-derivados-da-cana-de-acucar-2790
133,Bianchi Embutidos,Queijarias & Agroindústria,Rural / Interior,Distritos / Interior,Localizado no Distrito de Santa L&uacute;cia do Pia&iacute;. Para compras direto,🔴 Sem Site (100% Guia),,4.6,144,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554996876783,"https://www.google.com/maps/dir//-29.2255633,-50.9888751/@-29.225871,-50.989103,218m/data=!3m1!1e3?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",@bianchiembutidos,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/bianchi-embutidos-3422
134,Biscoitos Ana Rech - Panificadora Bolzan,Queijarias & Agroindústria,Rural / Interior,Ana Rech,Biscoitos Ana Rech - Panificadora Bolzan - Serviço - Guia de Caxias do Sul,🔴 Sem Site (100% Guia),,4.8,65,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554992004644,"https://www.google.com.br/maps/dir//Panificadora+Bolzan+Ltda+-+Estr.+Mun.+Olimpio+Miotto,+5405+-+Ana+Rech,+Caxias+do+Sul+-+RS,+95062-600/@-29.0938229,-51.0889352,19.34z/data=!4m8!4m7!1m0!1m5!1m1!1s0x951ebe0d6900a323:0x7c3846d3d284168b!2m2!1d-51.0891989!2d-29.094066?entry=ttu",@biscoitosanarechpani,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/biscoitos-ana-rech-panificadora-bolzan-3170
135,Cantina Bertotti,Queijarias & Agroindústria,Rural / Interior,Forqueta,"Na região de Forqueta que a Família Bertotti, feirante número um da feira do agr",🔴 Sem Site (100% Guia),,4.5,36,💤 Baixo (<50),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554991808586,https://www.google.com/maps/search/?api=1&query=Cantina+Bertotti+Caxias+do+Sul,@cantinabertotti,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/cantina-bertotti-3105
136,CV Embutidos da Serra,Queijarias & Agroindústria,Rural / Interior,Santa Lúcia do Piaí,"Egídio José costa, 50 - Santa Lúcia do Piaí,",🔴 Sem Site (100% Guia),,4.9,170,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999585851,https://www.google.com/maps/search/?api=1&query=CV+Embutidos+da+Serra+Caxias+do+Sul,@cvembutidosdaserra,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/cv-embutidos-da-serra-3423
137,Da Maria Produtos Coloniais,Queijarias & Agroindústria,Rural / Interior,Distritos / Interior,Não informado,⚠️ Site Fora do Ar (404/SSL),"oogle.com.br/maps/dir//Da’Maria+produtos+coloniais,+Caxias+do+Sul+-+RS/@-29.3017491,-51.2167453,19.86z/data=!4m9!4m8!1m0!1m5!1m1!1s0x951eaff8595ef62b:0xd5d0fe2d56b157b3!2m2!1d-51.2165574!2d-29.3015477!3e0",4.9,436,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554981350081,https://www.google.com/maps/search/?api=1&query=Da+Maria+Produtos+Coloniais+Caxias+do+Sul,@damariaprodutoscolon,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/da-maria-produtos-coloniais-2811
138,Débora Erlo Gastronomia,Queijarias & Agroindústria,Rural / Interior,Distritos / Interior,"- Produção São João da 4ª Légua. - Opção de retirada Rua  Fernando Guizzo, 625, ",🔴 Sem Site (100% Guia),,4.6,251,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999187589,"https://www.google.com/maps/dir//-29.2693234,-51.1292318/@-29.2693234,-51.1314205,17z/data=!4m2!4m1!3e0?hl=pt-BR",@dboraerlogastronomia,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/debora-erlo-gastronomia-3002
139,Delicía Di Pasta - Congelados,Queijarias & Agroindústria,Rural / Interior,Distritos / Interior,Não informado,🔴 Sem Site (100% Guia),,4.7,409,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//-29.225318,-50.890262/@-29.225318,-50.890913,240m/data=!3m1!1e3!4m2!4m1!3e0",@delicadipastacongela,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/delicia-di-pasta-congelados-2736
140,Delicia Krokkante,Queijarias & Agroindústria,Rural / Interior,Distritos / Interior,Não informado,🔴 Sem Site (100% Guia),,4.9,319,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//-29.225318,-50.890262/@-29.225318,-50.890913,240m/data=!3m1!1e3!4m2!4m1!3e0",@deliciakrokkante,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/delicia-krokkante-2735
141,Delicias da Gringa,Queijarias & Agroindústria,Rural / Interior,Vila Cristina,"Endereço: RS 452, KM 24, Nova Palmira- Distrito de Vila Cristina.",🔴 Sem Site (100% Guia),,4.7,284,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//Del%C3%ADcias+Da+Gringa,+Caxias+do+Sul+-+RS,+95778-000/@-29.334055,-51.1914979,17z/data=!4m8!4m7!1m0!1m5!1m1!1s0x951eae24d742a8b1:0x36a719d479b0bc9f!2m2!1d-51.1893039!2d-29.3340597",@deliciasdagringa,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/delicias-da-gringa-2788
142,Embutidos Witt,Queijarias & Agroindústria,Rural / Interior,Distritos / Interior,"Endereço: Estrada Municipal João Edegar Jung, Farias Lemos - Distrito Santa Lúci",🔴 Sem Site (100% Guia),,4.5,186,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//-29.2767387,-51.0590881/@-29.2766758,-51.0593744,230m/data=!3m1!1e3!4m2!4m1!3e0",@embutidoswitt,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/embutidos-witt-2815
143,Granberg Alimentos,Queijarias & Agroindústria,Rural / Interior,Galópolis,"Estrada Municipal Giovani Batista Echer, s/n, São João da 4ª Légua, Galópolis, C",⚠️ Site Fora do Ar (404/SSL),http://www.granberg.com.br/,4.5,64,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+555430540640,"https://www.google.com/maps/dir//Granberg+Alimentos+-+Estr.+Municipal,+Estrada+Giovani+Batista+Echer,+s%2Fn+-+Gal%C3%B3polis,+Caxias+do+Sul+-+RS,+95090-110/@-29.2631698,-51.1276526,17.26z/data=!4m9!4m8!1m0!1m5!1m1!1s0x951eb09d205cfd65:0xfcfbbe5299675949!2m2!1d-51.1258871!2d-29.2631671!3e0",@granbergalimentos,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/granberg-alimentos-3009
144,Kubi Tiras Agroindústria,Queijarias & Agroindústria,Rural / Interior,São Gotardo,"Sede fica na Estrada José Zanette, 123, localidade de  São Gotardo - Distrito de",🔴 Sem Site (100% Guia),,4.7,312,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//Caxias+do+Sul,+Rio+Grande+do+Sul/@-29.0538019,-51.0626413,701m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951e95a5452e88a9:0xf0862eb7187fb0c1!2m2!1d-51.0641306!2d-29.0531478",@kubitirasagroindstri,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/kubi-tiras-agroindustria-2803
145,La Casa Nostra Produtos Coloniais,Queijarias & Agroindústria,Rural / Interior,Galópolis,"Rua José Bolfe, 2333, Localidade da Terceira Légua, Galópolis",🔴 Sem Site (100% Guia),,4.4,195,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554992097044,"https://www.google.com/maps/dir//-29.2336656,-51.1817398/@-29.2341274,-51.1813628,149m/data=!3m1!1e3!4m2!4m1!3e0",@lacasanostraprodutos,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/la-casa-nostra-produtos-coloniais-2957
